AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,Questions5.thisRepN,Questions5.thisTrialN,Questions5.thisN,Questions5.thisIndex,GMAT,GMATQA,GMATQB,GMATQC,GMATQD,GMATQE,GMATAs,GRE,GREQA,GREQB,GREQC,GREQD,GREQE,GREA,LSAT,LSATQA,LSATQB,LSATQC,LSATQD,LSATQE,LSATAs,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,blank.started,blank.stopped,testQChoice.started,testQChoice.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,upDown.keys,upDown.rt,upDown.started,upDown.stopped,polygon.started,polygon.stopped,enter.keys,enter.rt,enter.started,enter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.154505900020013,None,space,2.671728399989661,8.154505900020013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_24_1607,AcademicSR,3.2.4,59.89322236240963,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85562519999803,None,13.874746500019683,None,1,1.3995183999941219,13.874746500019683,None,13.874746500019683,None,13.874746500019683,None,13.874746500019683,None,13.874746500019683,None,13.874746500019683,None,13.874746500019683,None,15.292439800017746,16.79354810001678,16.810397399996873,None,16.810397399996873,None,16.810397399996873,None,16.810397399996873,None,2,4.8478992999880575,16.810397399996873,None,22.665262280014577,None,return,5.838525300001493,16.810397399996873,None,,,,,,,
