AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,blank.started,blank.stopped,testQChoice.started,testQChoice.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,upDown.keys,upDown.rt,upDown.started,upDown.stopped,polygon.started,polygon.stopped,enter.keys,enter.rt,enter.started,enter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,11.298698700004024,None,space,1.5169346000184305,11.298698700004024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_25_1133,AcademicSR,3.2.4,60.026639822949576,
,,,,,,,,,,,,,,12.844855000003008,None,15.899335299996892,None,1,1.0294481000164524,15.899335299996892,None,15.899335299996892,None,15.899335299996892,None,15.899335299996892,None,15.899335299996892,None,15.899335299996892,None,15.899335299996892,None,16.948206500004744,18.449486600002274,18.466195400018478,None,18.466195400018478,None,18.466195400018478,None,18.466195400018478,None,1,7.117434400017373,18.466195400018478,None,25.588655300001847,None,return,8.540053300006548,18.466195400018478,None,,,,,,,
