instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,mcat.started,mcat.stopped,game.started,game.stopped,blank.started,blank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.7720421999983955,None,space,1.0318805999995675,5.7720421999983955,None,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1143,AcademicSR,3.2.4,60.023289031800154,
,,,,,,6.834526399994502,None,9.853533899993636,None,None,9.853533899993636,None,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1143,AcademicSR,3.2.4,60.023289031800154,
,,,,,,,,,,,,,9.853533899993636,None,9.853533899993636,None,9.853533899993636,None,9.853533899993636,None,9.853533899993636,None,9.853533899993636,None,9.853533899993636,None,9.853533899993636,11.355017599998973,,,,,,,
