trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,Rows,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,isi.started,isi.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,10.684904100140557,None,space,1.575518400175497,10.684904100140557,None,17.80732180015184,None,14.810163900023326,None,,,,,,,
