AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,GameTrials.thisRepN,GameTrials.thisTrialN,GameTrials.thisN,GameTrials.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,mcat.started,mcat.stopped,game.started,game.stopped,blank.started,blank.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,8.303755200000523,None,space,0.6675417999995261,8.303755200000523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_17_1557,AcademicSR,3.2.0,59.91934855689618,
,,,,,,,,,,,,,,,,,,9.002410000000054,None,12.031546000000162,None,2,5.52368050000041,12.031546000000162,None,12.031546000000162,None,12.031546000000162,None,12.031546000000162,None,12.031546000000162,None,12.031546000000162,None,12.031546000000162,None,12.031546000000162,None,17.58282539999982,19.0828932000004,19.12041610000051,None,space,1.6048458999994182,19.12041610000051,None,,,,,,,
