AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,9.837320299993735,None,space,1.1754094999923836,9.837320299993735,None,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_24_1553,AcademicSR,3.2.4,59.929618660622936,
,,,,,,,,,,11.029329100012546,None,14.069081599998754,None,1,3.6799596000055317,14.069081599998754,None,14.069081599998754,None,14.069081599998754,None,14.069081599998754,None,14.069081599998754,None,14.069081599998754,None,14.069081599998754,None,,,,,,,
