trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,display.started,display.stopped,participant,session,date,expName,psychopyVersion,frameRate,
0,0,0,0,12.373493299935944,None,,001,2019_Nov_06_1420,pacmanTrial,3.2.4,60.04754561719026,
