AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,blank.started,blank.stopped,testQChoice.started,testQChoice.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,upDown.keys,upDown.rt,upDown.started,upDown.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,14.135987399989972,None,space,2.484490300004836,14.135987399989972,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_24_1556,AcademicSR,3.2.4,60.0187138272451,
,,,,,,,,,,,,,,16.64952770000673,None,19.66938510001637,None,1,5.399043499986874,19.66938510001637,None,19.66938510001637,None,19.66938510001637,None,19.66938510001637,None,19.66938510001637,None,19.66938510001637,None,19.66938510001637,None,25.089536599989515,26.590656400017906,26.607615599990822,None,26.607615599990822,None,26.607615599990822,None,26.607615599990822,None,2,7.869196300016483,26.607615599990822,None,35.865816730013464,None,,,,,,,
