instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,mcat.started,mcat.stopped,game.started,game.stopped,blank.started,blank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.470085099994321,None,space,1.0591973000118742,5.470085099994321,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1113,AcademicSR,3.2.4,60.00589257811373,
,,,,,,6.5467798999889055,None,9.565755799994804,None,1,9.027391600000556,9.565755799994804,None,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1113,AcademicSR,3.2.4,60.00589257811373,
,,,,,,,,,,,,,,9.565755799994804,None,9.565755799994804,None,9.565755799994804,None,9.565755799994804,None,9.565755799994804,None,9.565755799994804,None,9.565755799994804,None,18.606690799992066,20.10804319998715,,,,,,,
