instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.723827699999674,None,space,3.9006635999976425,12.723827699999674,None,,,,001,2019_Oct_15_1032,AcademicSR,3.2.4,60.07355406018963,
,,,,,,16.642855900005088,None,,,,,,,
