trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,rows,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,Rows,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,isi.started,isi.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,blank.started,blank.stopped,testQChoice.started,testQChoice.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,upDown.keys,upDown.rt,upDown.started,upDown.stopped,polygon.started,polygon.stopped,enter.keys,enter.rt,enter.started,enter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,9.70751340012066,None,space,1.3927430000621825,9.70751340012066,None,16.624534300062805,None,13.638801800087094,None,19.1409452999942,None,1,1.6546686999499798,19.1409452999942,None,19.1409452999942,None,19.1409452999942,None,19.1409452999942,None,19.1409452999942,None,19.1409452999942,None,19.1409452999942,None,20.811331199947745,22.312498199986294,22.33266260009259,None,22.33266260009259,None,22.33266260009259,None,22.33266260009259,None,3,2.782880099955946,22.33266260009259,None,26.46620504995808,None,return,4.1090327999554574,22.33266260009259,None,,,,,,,
