AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.138355600007344,None,space,0.3603626000112854,5.138355600007344,None,,,,001,2019_Oct_29_1340,AcademicSR,3.2.0,60.07052279228253,
,,,,,,,,,,5.520090799996979,None,,,,,,,
