instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.756198999995831,None,space,1.5701250999991316,6.756198999995831,None,,001,2019_Oct_15_0953,AcademicSR,3.2.4,59.97199307716963,
