instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,mcat.started,mcat.stopped,game.started,game.stopped,blank.started,blank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.370019200010574,None,space,1.2559315000107745,5.370019200010574,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1107,AcademicSR,3.2.4,60.00106801841185,
,,,,,,6.648757300004945,None,9.669185600010678,None,1,1.068752699997276,9.669185600010678,None,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1107,AcademicSR,3.2.4,60.00106801841185,
,,,,,,,,,,,,,,9.669185600010678,None,9.669185600010678,None,9.669185600010678,None,9.669185600010678,None,9.669185600010678,None,9.669185600010678,None,9.669185600010678,None,10.768814000010025,12.270094000006793,,,,,,,
