trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.715090400073677,None,space,0.8779587000608444,4.715090400073677,None,,001,2019_Dec_04_1007,pacmanTrial,3.2.4,60.086079287132996,
