instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.784394100002828,None,space,353.21561230000225,7.784394100002828,None,,001,2019_Oct_15_0956,AcademicSR,3.2.4,59.99584828886129,
