AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,Questions5.thisRepN,Questions5.thisTrialN,Questions5.thisN,Questions5.thisIndex,GameTrials.thisRepN,GameTrials.thisTrialN,GameTrials.thisN,GameTrials.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,mcat.started,mcat.stopped,game.started,game.stopped,blank.started,blank.stopped,testQChoice.started,testQChoice.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,upDown.keys,upDown.rt,upDown.started,upDown.stopped,polygon.started,polygon.stopped,enter.keys,enter.rt,enter.started,enter.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,5.615589299995918,None,space,0.9989975000062259,5.615589299995918,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1205,AcademicSR,3.2.4,59.92412407361239,
0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,6.644805899995845,None,9.665358799989917,None,1,1.333586099994136,9.665358799989917,None,9.665358799989917,None,9.665358799989917,None,9.665358799989917,None,9.665358799989917,None,9.665358799989917,None,9.665358799989917,None,9.665358799989917,None,11.014993699995102,12.516328899990185,12.533115699989139,None,12.533115699989139,None,12.533115699989139,None,12.533115699989139,None,12.533115699989139,None,2,3.281451000002562,12.533115699989139,None,16.57012742999359,None,return,4.017162300006021,12.533115699989139,None,,,,001,2019_Oct_15_1205,AcademicSR,3.2.4,59.92412407361239,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1205,AcademicSR,3.2.4,59.92412407361239,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1205,AcademicSR,3.2.4,59.92412407361239,
1,0,1,0,,,,,,,,,0,0,0,0,,,,,,,16.56979670000146,None,19.57211519998964,None,2,1.842556000003242,19.57211519998964,None,19.57211519998964,None,19.57211519998964,None,19.57211519998964,None,19.57211519998964,None,19.57211519998964,None,19.57211519998964,None,19.57211519998964,None,21.440359399988665,22.94168649999483,,,,,,,,,,,,,,,,,,,,,22.958515499994974,None,,001,2019_Oct_15_1205,AcademicSR,3.2.4,59.92412407361239,
1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1205,AcademicSR,3.2.4,59.92412407361239,
