instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.091708100007963,None,space,2.2366589999874122,10.091708100007963,None,1,001,2019_Oct_15_0952,AcademicSR,3.2.4,60.03114416062126,
