trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,4.5700284000486135,None,space,0.5075843001250178,4.5700284000486135,None,,001,2019_Dec_04_1005,pacmanTrial,3.2.4,60.21615189033322,
