AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,Rows,Questions5.thisRepN,Questions5.thisTrialN,Questions5.thisN,Questions5.thisIndex,GMAT,GMATQA,GMATQB,GMATQC,GMATQD,GMATQE,GMATAs,GRE,GREQA,GREQB,GREQC,GREQD,GREQE,GREA,LSAT,LSATQA,LSATQB,LSATQC,LSATQD,LSATQE,LSATAs,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,blank.started,blank.stopped,testQChoice.started,testQChoice.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,upDown.keys,upDown.rt,upDown.started,upDown.stopped,polygon.started,polygon.stopped,enter.keys,enter.rt,enter.started,enter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.130442599998787,None,space,1.3052496000018436,7.130442599998787,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_25_1138,AcademicSR,3.2.4,60.391688417824845,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.463514400005806,None,11.512465200008592,None,1,1.5631648999988101,11.512465200008592,None,11.512465200008592,None,11.512465200008592,None,11.512465200008592,None,11.512465200008592,None,11.512465200008592,None,11.512465200008592,None,13.099926099996082,14.601204100006726,14.640039299993077,None,14.640039299993077,None,14.640039299993077,None,14.640039299993077,None,3,1.811702900013188,14.640039299993077,None,17.47055592999677,None,return,2.8014112999953795,14.640039299993077,None,,,,,,,
