AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,Questions5.thisRepN,Questions5.thisTrialN,Questions5.thisN,Questions5.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,blank.started,blank.stopped,testQChoice.started,testQChoice.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,upDown.keys,upDown.rt,upDown.started,upDown.stopped,polygon.started,polygon.stopped,enter.keys,enter.rt,enter.started,enter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,10.591200800001388,None,space,2.0571971999888774,10.591200800001388,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_24_1559,AcademicSR,3.2.4,60.032405494633196,
,,,,,,,,,,,,,,,,,,12.679486200009705,None,15.700147099996684,None,1,1.652316099993186,15.700147099996684,None,15.700147099996684,None,15.700147099996684,None,15.700147099996684,None,15.700147099996684,None,15.700147099996684,None,15.700147099996684,None,17.38327059999574,18.8847218999872,18.901443499984453,None,18.901443499984453,None,18.901443499984453,None,18.901443499984453,None,1,3.874998500017682,18.901443499984453,None,22.78785799999605,None,return,5.041990199999418,18.901443499984453,None,,,,,,,
