trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,8.981912799878046,None,space,1.0390123000834137,8.981912799878046,None,2,001,2019_Dec_04_1029,pacmanTrial,3.2.4,59.751755372820334,
