trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.315126500092447,None,space,1.1264573999214917,7.315126500092447,None,1,001,2019_Dec_04_1014,pacmanTrial,3.2.4,60.080989146581125,
