instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.856704799996805,None,space,13.933308700012276,12.856704799996805,None,,001,2019_Oct_15_1014,AcademicSR,3.2.4,59.981489709238865,
