instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,mcat.started,mcat.stopped,game.started,game.stopped,blank.started,blank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.245506099992781,None,space,0.7741623000038089,5.245506099992781,None,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1052,AcademicSR,3.2.4,60.020370913535025,
,,,,,,6.04224609999801,None,9.061698899997282,None,1,1.7899892999994336,9.061698899997282,None,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1052,AcademicSR,3.2.4,60.020370913535025,
,,,,,,,,,,,,,,9.061698899997282,None,9.061698899997282,None,9.061698899997282,None,9.061698899997282,None,9.061698899997282,None,9.061698899997282,None,9.061698899997282,None,10.879491299987421,12.380683499999577,,,,,,,
