instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.453624300003867,None,space,1.6918001000012737,5.453624300003867,None,,,,001,2019_Oct_15_1148,AcademicSR,3.2.4,59.87937898240838,
,,,,,,7.174155400003656,None,,,,,,,
