instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,mcat.started,mcat.stopped,game.started,game.stopped,blank.started,blank.stopped,testQChoice.started,testQChoice.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,upDown.keys,upDown.rt,upDown.started,upDown.stopped,enter.keys,enter.rt,enter.started,enter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
35.944290600004024,None,space,2.46929850000015,35.944290600004024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1053,AcademicSR,3.2.4,59.92013844000487,
,,,,,,38.444031399994856,None,41.461467999994056,None,1,7.208022899998468,41.461467999994056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1053,AcademicSR,3.2.4,59.92013844000487,
,,,,,,,,,,,,,,41.461467999994056,None,41.461467999994056,None,41.461467999994056,None,41.461467999994056,None,41.461467999994056,None,41.461467999994056,None,41.461467999994056,None,48.68564300000435,50.18691899999976,50.20358889999625,None,50.20358889999625,None,50.20358889999625,None,50.20358889999625,None,50.20358889999625,None,up,8.338894300002721,50.20358889999625,None,,,,,,001,2019_Oct_15_1053,AcademicSR,3.2.4,59.92013844000487,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,return,8.752017399994656,50.20358889999625,None,,001,2019_Oct_15_1053,AcademicSR,3.2.4,59.92013844000487,
