instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.6377014000026975,None,space,0.4861852000030922,7.6377014000026975,None,,,,001,2019_Oct_15_1141,AcademicSR,3.2.4,59.94815683351787,
,,,,,,8.151481499997317,None,,,,,,,
