trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,7.591267099836841,None,space,1.3312796000391245,7.591267099836841,None,,001,2019_Dec_04_1005,pacmanTrial,3.2.4,59.81397855858235,
