instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.20899250000366,None,space,1.2476134000025922,7.20899250000366,None,,,,001,2019_Oct_15_1045,AcademicSR,3.2.4,59.94711465752226,
,,,,,,8.475250700008473,None,,,,,,,
