instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.7230395000078715,None,space,2.3021429000073113,5.7230395000078715,None,,,,001,2019_Oct_15_1043,AcademicSR,3.2.4,60.019614409117835,
,,,,,,8.043471700002556,None,,,,,,,
