instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
6.711348500000895,None,space,0.6949658000085037,6.711348500000895,None,,,,001,2019_Oct_15_1043,AcademicSR,3.2.4,60.014499505194415,
,,,,,,7.423970100004226,None,,,,,,,
