AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,5.286598999999114,None,space,234.79593269999896,5.286598999999114,None,,,,001,2019_Oct_29_1333,AcademicSR,3.2.0,59.89325823468511,
,,,,,,,,,,240.11473649999243,None,,,,,,,
