instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,mcat.started,mcat.stopped,game.started,game.stopped,blank.started,blank.stopped,testQChoice.started,testQChoice.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,upDown.keys,upDown.rt,upDown.started,upDown.stopped,polygon.started,polygon.stopped,enter.keys,enter.rt,enter.started,enter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.789682099988568,None,space,1.4251572999928612,5.789682099988568,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1124,AcademicSR,3.2.4,60.00261611477362,
,,,,,,7.237652600000729,None,10.257387399993604,None,1,1.3094469000061508,10.257387399993604,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_15_1124,AcademicSR,3.2.4,60.00261611477362,
,,,,,,,,,,,,,,10.257387399993604,None,10.257387399993604,None,10.257387399993604,None,10.257387399993604,None,10.257387399993604,None,10.257387399993604,None,10.257387399993604,None,11.591086999993422,13.092447599992738,13.10911479999777,None,13.10911479999777,None,13.10911479999777,None,13.10911479999777,None,13.10911479999777,None,4,10.057675000003655,13.10911479999777,None,,,,,,,,001,2019_Oct_15_1124,AcademicSR,3.2.4,60.00261611477362,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.202887279992865,None,return,12.073881899996195,13.10911479999777,None,,001,2019_Oct_15_1124,AcademicSR,3.2.4,60.00261611477362,
