AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,GameTrials.thisRepN,GameTrials.thisTrialN,GameTrials.thisN,GameTrials.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,blank.started,blank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,5.2849242999946,None,space,0.8754474000015762,5.2849242999946,None,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_29_1355,AcademicSR,3.2.0,59.94963032091283,
,,,,,,,,,,,,,,,,,,6.176352299997234,None,9.177651499994681,None,2,0.9893381000001682,9.177651499994681,None,9.177651499994681,None,9.177651499994681,None,9.177651499994681,None,9.177651499994681,None,9.177651499994681,None,9.177651499994681,None,10.193107899991446,11.692634899998666,,,,,,,
