instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.1178753999993205,None,space,1.52626890000829,5.1178753999993205,None,,001,2019_Oct_15_1003,AcademicSR,3.2.4,59.88547501523661,
