AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,GameTrials.thisRepN,GameTrials.thisTrialN,GameTrials.thisN,GameTrials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,blank.started,blank.stopped,gameInstructions.started,gameInstructions.stopped,spaceKey.keys,spaceKey.rt,spaceKey.started,spaceKey.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,8.699820499983616,None,space,0.7155995000503026,8.699820499983616,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_31_1555,AcademicSR,3.2.0,60.05706622538086,
,,,,,,,,,,,,,,,,,,,,,,9.447573299985379,None,12.468516200024169,None,2,1.5276537000318058,12.468516200024169,None,12.468516200024169,None,12.468516200024169,None,12.468516200024169,None,12.468516200024169,None,12.468516200024169,None,12.468516200024169,None,14.013190899975598,15.528177100000903,15.659916199976578,None,space,1.9667053999728523,15.659916199976578,None,,,,,,,
