instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
7.670198500010883,None,space,20.455968800000846,7.670198500010883,None,,,,001,2019_Oct_15_1016,AcademicSR,3.2.4,59.896486894569534,
,,,,,,28.15726259999792,None,,,,,,,
