instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.635893500002567,None,space,2.9438038999942364,5.635893500002567,None,,,,001,2019_Oct_15_1033,AcademicSR,3.2.4,59.90168934850393,
,,,,,,8.594753100012895,None,,,,,,,
