instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
4.995364400005201,None,space,4.73966289999953,4.995364400005201,None,,,,001,2019_Oct_15_1114,AcademicSR,3.2.4,60.03053152670273,
,,,,,,9.758457100004307,None,,,,,,,
