AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,GameTrials.thisRepN,GameTrials.thisTrialN,GameTrials.thisN,GameTrials.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,blank.started,blank.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,5.521098400000483,None,space,0.8185459000087576,5.521098400000483,None,,,,,,,,,,,,,,,,,,,,,,,,001,2019_Oct_29_1354,AcademicSR,3.2.0,59.82131373501208,
,,,,,,,,,,,,,,,,,,6.368999699989217,None,9.374629300000379,None,2,2.906262999997125,9.374629300000379,None,9.374629300000379,None,9.374629300000379,None,9.374629300000379,None,9.374629300000379,None,9.374629300000379,None,9.374629300000379,None,12.302175999997417,13.802308799989987,,,,,,,
