AllTrials.thisRepN,AllTrials.thisTrialN,AllTrials.thisN,AllTrials.thisIndex,QuestionTrials.thisRepN,QuestionTrials.thisTrialN,QuestionTrials.thisN,QuestionTrials.thisIndex,instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,choiceQ.started,choiceQ.stopped,choiceResp.keys,choiceResp.rt,choiceResp.started,choiceResp.stopped,testChoice.started,testChoice.stopped,videogameChoice.started,videogameChoice.stopped,gre.started,gre.stopped,gmat.started,gmat.stopped,lsat.started,lsat.stopped,game.started,game.stopped,blank.started,blank.stopped,testQChoice.started,testQChoice.stopped,image.started,image.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,upDown.keys,upDown.rt,upDown.started,upDown.stopped,polygon.started,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,12.77596589998575,None,space,4.0183928000042215,12.77596589998575,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_24_1554,AcademicSR,3.2.4,60.15406658850448,
,,,,,,,,,,,,,,16.823747199989157,None,19.866909999982454,None,1,2.095520300004864,19.866909999982454,None,19.866909999982454,None,19.866909999982454,None,19.866909999982454,None,19.866909999982454,None,19.866909999982454,None,19.866909999982454,None,21.97799159999704,23.479190599988215,23.49613689997932,None,23.49613689997932,None,23.49613689997932,None,23.49613689997932,None,3,14.738291099987691,23.49613689997932,None,38.97543310999754,None,,,,,,,
