instruct.started,instruct.stopped,space.keys,space.rt,space.started,space.stopped,regCue.started,regCue.stopped,participant,session,date,expName,psychopyVersion,frameRate,
5.621677399991313,None,space,5.721238900005119,5.621677399991313,None,,,,001,2019_Oct_15_1031,AcademicSR,3.2.4,60.02779286658712,
,,,,,,11.367448799996055,None,,,,,,,
