trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text.started,text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.23869840009138,None,space,2.357340499991551,6.23869840009138,None,,001,2019_Dec_03_1346,pacmanTrial,3.2.4,60.073878817276835,
