practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType1,rows,CueType2,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,8.246376499999315,None,space,5.797457000000577,8.246376499999315,None,1,001,2019_Nov_21_1400,EmotRegPavlovia,3.2.4,60.13446065316141,
