CueType1,rows,CueType2,Picture,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_2.started,text_2.stopped,Iti.started,Iti.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
REACT,0021:0039,REGULATE,baby2.jpg,,,,,,,,,0,3,3,1,0,17,17,16,,,,,,,,,,,1178.4838708999996,None,1186.4848665999998,1191.4578569000005,None,None,0.015741589999379357,None,1186.4848665999998,None,1191.4723782,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REACT,0021:0039,REGULATE,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,dancing3.jpg,,,,,,,,,0,4,4,3,0,0,0,14,,,,,,,1193.4740954000008,1195.4757420000024,1195.4589169000028,None,1197.4728136000012,None,1205.4838786,1210.4554525000021,None,None,0.015654090002499288,None,1205.4838786,None,1210.4741364000001,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,couple2.jpg,,,,,,,,,0,4,4,3,0,1,1,16,,,,,,,,,,,1212.4802904999997,None,1220.4797524000023,1225.4505753000012,None,None,0.01571148999937577,None,1220.4797524000023,None,1225.4838290000007,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,raft.jpg,,,,,,,,,0,4,4,3,0,2,2,3,,,,,,,,,,,1227.4997992999997,None,1235.4689932,1240.4463552000016,None,None,0.015323690000514034,None,1235.4689932,None,1240.4798612000013,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,baby.jpg,,,,,,,,,0,4,4,3,0,3,3,7,,,,,,,,,,,1242.4867548000002,None,1250.4792919000029,1255.4589597000013,None,None,0.015493889997742372,None,1250.4792919000029,None,1255.4754611999997,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,War2.jpg,,,,,,,,,0,4,4,3,0,4,4,1,,,,,,,,,,,1257.4866581999995,None,1265.4837469000013,1270.4546169999994,None,None,0.015731890005554305,None,1265.4837469000013,None,1270.471222600001,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,dancing.jpg,,,,,,,,,0,4,4,3,0,5,5,6,,,,,,,,,,,1272.4780788999997,None,1280.4795384999998,1285.4503380999995,None,None,0.015571389998513041,None,1280.4795384999998,None,1285.4836888000027,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,war6.jpg,,,,,,,,,0,4,4,3,0,6,6,11,,,,,,,,,,,1287.4762154000018,None,1295.476308600002,1300.4471685999997,None,None,0.015732889998616884,None,1295.476308600002,None,1300.4794828000013,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,sad1.jpg,,,,,,,,,0,4,4,3,0,7,7,4,,,,,,,,,,,1302.4888840000021,None,1310.4711285000012,1315.4418891999994,None,None,0.01564658999632229,None,1310.4711285000012,None,1315.4751925000019,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,soldier1.jpg,,,,,,,,,0,4,4,3,0,8,8,15,,,,,,,,,,,1317.4910899999995,None,1325.483914200002,1330.4544313000006,None,None,0.015718389997346094,None,1325.483914200002,None,1330.471092300002,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,miserable.jpg,,,,,,,,,0,4,4,3,0,9,9,8,,,,,,,,,,,1332.4785212000024,None,1340.4793697000023,1345.4501627000027,None,None,0.01566608999928576,None,1340.4793697000023,None,1345.4835077000025,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,smiling.jpg,,,,,,,,,0,4,4,3,0,10,10,13,,,,,,,,,,,1347.4920801000007,None,1355.4751439000029,1360.4459010000028,None,None,0.01566158999776235,None,1355.4751439000029,None,1360.4792381000007,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,excited4.jpg,,,,,,,,,0,4,4,3,0,11,11,12,,,,,,,,,,,1362.4870723000022,None,1370.4711787000015,1375.4453547000012,None,None,0.015684689999034163,None,1370.4711787000015,None,1375.4751481000021,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,gazing3.jpg,,,,,,,,,0,4,4,3,0,12,12,5,,,,,,,,,,,1377.4821904000019,None,1385.4833854999997,1390.4541908000028,None,None,0.015681289998610737,None,1385.4833854999997,None,1390.4707634000006,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,shooting.jpg,,,,,,,,,0,4,4,3,0,13,13,17,,,,,,,,,,,1392.4804954000028,None,1400.4788211000014,1405.4500664000007,None,None,0.01569278999886592,None,1400.4788211000014,None,1405.4832811000015,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,frisbee.jpg,,,,,,,,,0,4,4,3,0,14,14,9,,,,,,,,,,,1407.493418500002,None,1415.4748356000018,1420.445808200002,None,None,0.0156754900017404,None,1415.4748356000018,None,1420.4790730000022,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,sleepy2.jpg,,,,,,,,,0,4,4,3,0,15,15,0,,,,,,,,,,,1422.4867262000007,None,1430.4707425000015,1435.441512700003,None,None,0.015711090003605932,None,1430.4707425000015,None,1435.4748988000028,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,school3.jpg,,,,,,,,,0,4,4,3,0,16,16,2,,,,,,,,,,,1437.4845024000024,None,1445.4844989000012,1450.453975700002,None,None,0.015633389997674385,None,1445.4844989000012,None,1450.4706762000023,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,mother3.jpg,,,,,,,,,0,4,4,3,0,17,17,10,,,,,,,,,,,1452.4778641000012,None,1460.4788560000015,1465.449785300003,None,None,0.01564208999843686,None,1460.4788560000015,None,1465.4858596000013,None,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
REGULATE,0057:75,REACT,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Nov_21_1427,EmotRegPavlovia,3.2.4,60.04235387695815,
