CueType1,rows,CueType2,Picture,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,mainTrials.thisRepN,mainTrials.thisTrialN,mainTrials.thisN,mainTrials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,Iti.started,Iti.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,text_2.started,text_2.stopped,rating.response,rating.rt,rating.started,rating.stopped,text.started,text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
REGULATE,003:0021,REACT,police.jpg,,,,,,,,,0,3,3,0,0,14,14,11,,,,,,,1126.813366100192,None,,,,,1113.8091800999828,None,1121.8095470999833,1126.7802232000977,1121.8095470999833,None,None,None,0.015750359976664186,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,003:0021,REACT,happy2.jpg,,,,,,,,,0,3,3,0,0,15,15,12,,,,,,,1141.809247000143,None,,,,,1128.8204628000967,None,1136.8052374001127,1141.7761748000048,1136.8052374001127,None,None,None,0.015744260046631098,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,003:0021,REACT,depressed2.jpg,,,,,,,,,0,3,3,0,0,16,16,4,,,,,,,1156.805071100127,None,,,,,1143.8180863000453,None,1151.8176411001477,1156.788306800183,1151.8176411001477,None,None,None,0.015733759850263596,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,003:0021,REACT,gazing.jpg,,,,,,,,,0,3,3,0,0,17,17,5,,,,,,,1171.8177120999899,None,,,,,1158.8124583000317,None,1166.8132677001413,1171.7841961001977,1166.8132677001413,None,None,None,0.015778159955516458,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,003:0021,REACT,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,baby.jpg,,,,,,,,,0,4,4,3,0,0,0,7,,,,,,,1193.8024679000955,None,1173.8026407000143,1178.8069309000857,1178.7902402000036,None,1180.8021579000633,None,1188.8149423000868,1193.7860006000847,1188.8149423000868,None,None,None,0.015690460102632642,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,soldier1.jpg,,,,,,,,,0,4,4,3,0,1,1,15,,,,,,,1208.8151239000726,None,,,,,1195.811472899979,None,1203.810969500104,1208.7815040000714,1203.810969500104,None,None,None,0.01580016012303531,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,raft.jpg,,,,,,,,,0,4,4,3,0,2,2,3,,,,,,,1223.8104181000963,None,,,,,1210.821281200042,None,1218.8066114000976,1223.7773162000813,1218.8066114000976,None,None,None,0.015767859760671854,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,mother3.jpg,,,,,,,,,0,4,4,3,0,3,3,10,,,,,,,1238.8064808000345,None,,,,,1225.814354600152,None,1233.8025630000047,1238.7733212001622,1233.8025630000047,None,None,None,0.015771660022437572,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,smiling.jpg,,,,,,,,,0,4,4,3,0,4,4,13,,,,,,,1253.8022023001686,None,,,,,1240.8224361999892,None,1248.8148478001822,1253.7855514001567,1248.8148478001822,None,None,None,0.01574465981684625,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,War2.jpg,,,,,,,,,0,4,4,3,0,5,5,1,,,,,,,1268.8146022001747,None,,,,,1255.8104056001175,None,1263.8109128000215,1268.781394300051,1263.8109128000215,None,None,None,0.015756760025396943,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,frisbee.jpg,,,,,,,,,0,4,4,3,0,6,6,9,,,,,,,1283.8101996001787,None,,,,,1270.8228315000888,None,1278.806282500038,1283.7770738000982,1278.806282500038,None,None,None,0.015646959887817502,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,sleepy2.jpg,,,,,,,,,0,4,4,3,0,7,7,0,,,,,,,1298.8063531001098,None,,,,,1285.8187456000596,None,1293.8021718000527,1298.7731580000836,1293.8021718000527,None,None,None,0.015785859897732735,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,dancing3.jpg,,,,,,,,,0,4,4,3,0,8,8,14,,,,,,,1313.801912800176,None,,,,,1300.8146536001004,None,1308.8144628000446,1313.7852708001155,1308.8144628000446,None,None,None,0.015773959923535585,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,miserable.jpg,,,,,,,,,0,4,4,3,0,9,9,8,,,,,,,1328.8147079001646,None,,,,,1315.8104164001998,None,1323.8103028000332,1328.7813715001103,1323.8103028000332,None,None,None,0.01571756019257009,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,dancing.jpg,,,,,,,,,0,4,4,3,0,10,10,6,,,,,,,1343.8102575000376,None,,,,,1330.8216215001885,None,1338.8061132000294,1343.7769297000486,1338.8061132000294,None,None,None,0.015766159864142537,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,excited4.jpg,,,,,,,,,0,4,4,3,0,11,11,12,,,,,,,1358.805974500021,None,,,,,1345.8186894999817,None,1353.8021198001225,1358.7726126001216,1353.8021198001225,None,None,None,0.01573625998571515,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,couple2.jpg,,,,,,,,,0,4,4,3,0,12,12,16,,,,,,,1373.8017939000856,None,,,,,1360.8136047001462,None,1368.8142810000572,1373.7852428001352,1368.8142810000572,None,None,None,0.015726159792393446,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,school3.jpg,,,,,,,,,0,4,4,3,0,13,13,2,,,,,,,1388.8141445000656,None,,,,,1375.8099037001375,None,1383.8101040001493,1388.780827900162,1383.8101040001493,None,None,None,0.015689659863710403,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,war6.jpg,,,,,,,,,0,4,4,3,0,14,14,11,,,,,,,1403.8098500000779,None,,,,,1390.8223309000023,None,1398.8059615001548,1403.7766697001643,1398.8059615001548,None,None,None,0.015771859791129827,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,gazing3.jpg,,,,,,,,,0,4,4,3,0,15,15,5,,,,,,,1418.8060604999773,None,,,,,1405.8172665000893,None,1413.8017287000548,1418.7724717000965,1413.8017287000548,None,None,None,0.015765359858050942,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,shooting.jpg,,,,,,,,,0,4,4,3,0,16,16,17,,,,,,,1433.8183766000438,None,,,,,1420.8213435001671,None,1428.8143070000224,1433.7848371001892,1428.8143070000224,None,None,None,0.015498359920457006,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,sad1.jpg,,,,,,,,,0,4,4,3,0,17,17,4,,,,,,,1448.8140822001733,None,,,,,1435.806095500011,None,1443.8100758001674,1448.7808732001577,1443.8100758001674,None,None,None,0.01568585983477533,None,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
REGULATE,0057:75,REACT,,,,,,,,,,0,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,001,2019_Dec_12_1025,EmotRegPavlovia,3.2.4,60.084454709101834,
