practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType1,rows,CueType2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Picture,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,7.618467299998883,None,space,1.4256051000011212,7.618467299998883,None,,,,,,,1,001,2019_Nov_21_1410,EmotRegPavlovia,3.2.4,59.906605601197725,
,,,,,,,,,,,,,,,,,,9.101915100000042,11.107577999999194,11.090792700000748,None,13.11284109999906,None,,,,,,,
