practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType1,rows,CueType2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Picture,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,7.342884099998628,None,space,1.3181096999978763,7.342884099998628,None,,,,,,,2,001,2019_Nov_21_1412,EmotRegPavlovia,3.2.4,60.137281386831155,
,,,,,,,,,,,,,,,,,,8.731621399998403,10.740839499998401,10.724316600000748,None,12.712251400000241,None,,,,,,,
