CueType1,rows,CueType2,Picture,practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,ratingQ.started,ratingQ.stopped,rating.response,rating.rt,rating.started,rating.stopped,text_2.started,text_2.stopped,Iti.started,Iti.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,9.270194200002152,None,space,0.833343700000114,9.270194200002152,None,,,,,,,,,,,,,,,,,2,001,2019_Nov_21_1408,EmotRegPavlovia,3.2.4,59.964261300818514,
REGULATE,003:0021,REACT,musician.jpg,0,0,0,0,0,0,0,0,,,,,,,10.16741280000133,12.169624699999986,12.152859900001204,None,14.175282100000913,None,22.180180800001835,None,None,None,0.011629209995589918,None,22.180180800001835,None,27.148869799999375,None,2,001,2019_Nov_21_1408,EmotRegPavlovia,3.2.4,59.964261300818514,
