practiceLoop.thisRepN,practiceLoop.thisTrialN,practiceLoop.thisN,practiceLoop.thisIndex,CueType1,rows,CueType2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Picture,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,cue.started,cue.stopped,ISI.started,ISI.stopped,Image.started,Image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,7.519640499998786,None,space,1.291317800001707,7.519640499998786,None,,,,,,,2,001,2019_Nov_21_1407,EmotRegPavlovia,3.2.4,60.038749007923506,
,,,,,,,,,,,,,,,,,,8.860166200000094,10.862398499997653,10.845696000000316,None,12.850588499997684,None,,,,,,,
