8.7685 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1200]. Using actual size
9.6817 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001FF72B43CF8>, gamma=None, gammaErrorPolicy='raise', kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001FF72E19518>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1200]), stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.6817 	EXP 	window1: recordFrameIntervals = False
9.8475 	EXP 	window1: recordFrameIntervals = True
10.0304 	EXP 	window1: recordFrameIntervals = False
10.2868 	EXP 	Created Instructions = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='Instructions', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text=str(...), units='height', win=Window(...), wrapWidth=1.5)
10.3105 	EXP 	Created cue = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='cue', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
10.3164 	EXP 	Created ISI = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='ISI', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
10.3196 	EXP 	Created Image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128, units='height', win=Window(...))
10.3253 	EXP 	Created ratingQ = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='ratingQ', opacity=1.0, ori=0, pos=array([0. , 0.1]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1.5)
10.3728 	EXP 	Created rating = RatingScale(__class__=type(...), acceptKeys=['return'], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText='accept?', autoLog=True, choices=False, depth=0, disappear=False, flipVert=False, high=7, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=1, marker=ShapeStim(...), markerColor='DarkBlue', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=False, name='rating', noMouse=False, pos=[0.0, -0.4], precision=1, respKeys=['1', '2', '3', '4', '5', '6', '7'], rightKeys=['right'], scale='', self=UNKNOWN, showAccept=True, showValue=True, singleClick=False, size=0.6, skipKeys=['tab'], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.12, tickHeight=1.0, tickMarks=6.0, win=Window(...))
10.3777 	EXP 	Created Iti = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Iti', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
10.4080 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.08, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='You will now begin the full task', units='height', win=Window(...), wrapWidth=1.5)
10.4145 	EXP 	Created cue = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='cue', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
10.4191 	EXP 	Created ISI = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='ISI', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1)
10.4211 	EXP 	Created Image = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='Image', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128, units='height', win=Window(...))
10.4260 	EXP 	Created ratingQ = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.07, italic=False, languageStyle='LTR', name='ratingQ', opacity=1.0, ori=0, pos=array([0. , 0.1]), rgb=array([255., 255., 255.]), text='default text', units='height', win=Window(...), wrapWidth=1.5)
10.4446 	EXP 	Created rating = RatingScale(__class__=type(...), acceptKeys=['return'], acceptPreText=UNKNOWN, acceptSize=UNKNOWN, acceptText='accept?', autoLog=True, choices=False, depth=0, disappear=False, flipVert=False, high=7, kwargs=UNKNOWN, labels=list(...), leftKeys=['left'], lineColor='White', low=1, marker=ShapeStim(...), markerColor='DarkBlue', markerExpansion=UNKNOWN, markerStart=None, maxTime=0.0, minTime=0.4, mouseOnly=False, name='rating', noMouse=False, pos=[0.0, -0.4], precision=1, respKeys=['1', '2', '3', '4', '5', '6', '7'], rightKeys=['right'], scale='', self=UNKNOWN, showAccept=True, showValue=True, singleClick=False, size=0.6, skipKeys=['tab'], stretch=1.0, textColor='LightGray', textFont='Helvetica Bold', textSize=0.12, tickHeight=1.0, tickMarks=6.0, win=Window(...))
10.4761 	EXP 	rating: flipVert = False
10.4761 	EXP 	rating: autoLog = True
10.4761 	EXP 	rating: flipVert = False
10.4761 	EXP 	rating: autoLog = True
10.4761 	EXP 	Instructions: autoDraw = True
11.7085 	EXP 	Imported EmotionRegCues.csv as conditions, 1 conditions, 3 params
11.7087 	EXP 	Created sequence: random, trialTypes=1, nReps=1, seed=None
11.7089 	EXP 	New trial (rep=0, index=0): OrderedDict([('CueType', 'REGULATE'), ('rows', '003:0021'), ('CueType2', 'REACT')])
11.7372 	DATA 	Keypress: space
11.7411 	EXP 	Instructions: autoDraw = False
11.7411 	EXP 	cue: text = 'REGULATE'
11.7411 	EXP 	ISI: text = '+'
11.7411 	EXP 	cue: autoDraw = True
13.7169 	EXP 	ISI: autoDraw = True
13.7502 	EXP 	cue: autoDraw = False
15.7065 	EXP 	Imported EmotionReg.csv as conditions, 3 conditions, 1 params
15.7066 	EXP 	Created sequence: sequential, trialTypes=3, nReps=1, seed=None
15.7068 	EXP 	New trial (rep=0, index=0): OrderedDict([('Picture', 'musician.jpg')])
15.7508 	EXP 	cue: autoDraw = False
15.7508 	EXP 	ISI: autoDraw = False
15.7508 	EXP 	Image: size = array([1.5, 1. ])
15.7508 	EXP 	Image: image = 'musician.jpg'
15.7508 	EXP 	Image: autoDraw = True
23.7159 	EXP 	RatingScale rating: reset()
23.7312 	EXP 	Image: autoDraw = False
23.7312 	EXP 	ratingQ: text = 'How would you characterize your feelings at the present moment?'
23.7312 	EXP 	ratingQ: autoDraw = True
23.7312 	EXP 	rating: autoDraw = True
26.6489 	DATA 	Mouse: Left button down, pos=(1064,371)
26.7104 	EXP 	ratingQ: autoDraw = False
26.7104 	EXP 	rating: autoDraw = False
26.7104 	EXP 	Iti: text = '+'
26.7104 	EXP 	Iti: autoDraw = True
26.7297 	DATA 	Mouse:  Left button up, pos=(1064,371)
28.6964 	EXP 	New trial (rep=0, index=1): OrderedDict([('Picture', 'picnic.jpg')])
28.7197 	EXP 	Iti: autoDraw = False
28.7197 	EXP 	Image: size = array([1.5, 1. ])
28.7197 	EXP 	Image: image = 'picnic.jpg'
28.7197 	EXP 	Image: autoDraw = True
36.7078 	EXP 	RatingScale rating: reset()
36.7191 	EXP 	Image: autoDraw = False
36.7191 	EXP 	ratingQ: text = 'How would you characterize your feelings at the present moment?'
36.7191 	EXP 	ratingQ: autoDraw = True
36.7191 	EXP 	rating: autoDraw = True
38.1076 	DATA 	Mouse: Left button down, pos=(1064,371)
38.2078 	DATA 	Mouse:  Left button up, pos=(1064,371)
39.7048 	EXP 	ratingQ: autoDraw = False
39.7048 	EXP 	rating: autoDraw = False
39.7048 	EXP 	Iti: text = '+'
39.7048 	EXP 	Iti: autoDraw = True
41.6907 	EXP 	New trial (rep=0, index=2): OrderedDict([('Picture', 'frustratedpose7.jpg')])
41.7162 	EXP 	Iti: autoDraw = False
41.7162 	EXP 	Image: size = array([1.5, 1. ])
41.7162 	EXP 	Image: image = 'frustratedpose7.jpg'
41.7162 	EXP 	Image: autoDraw = True
49.7014 	EXP 	RatingScale rating: reset()
49.7137 	EXP 	Image: autoDraw = False
49.7137 	EXP 	ratingQ: text = 'How would you characterize your feelings at the present moment?'
49.7137 	EXP 	ratingQ: autoDraw = True
49.7137 	EXP 	rating: autoDraw = True
51.4515 	DATA 	Mouse: Left button down, pos=(1064,371)
51.5688 	DATA 	Mouse:  Left button up, pos=(1064,371)
52.6988 	EXP 	ratingQ: autoDraw = False
52.7152 	EXP 	ratingQ: autoDraw = False
52.7152 	EXP 	rating: autoDraw = False
52.7152 	EXP 	Iti: text = '+'
52.7152 	EXP 	Iti: autoDraw = True
54.7181 	EXP 	Iti: autoDraw = False
54.7181 	EXP 	text: autoDraw = True
57.1898 	EXP 	Imported EmotionRegCues.csv as conditions, 5 conditions, 3 params
57.1900 	EXP 	Created sequence: random, trialTypes=5, nReps=1, seed=None
57.1902 	EXP 	New trial (rep=0, index=0): OrderedDict([('CueType', 'REGULATE'), ('rows', '0075:93'), ('CueType2', 'REACT')])
57.2032 	EXP 	text: autoDraw = False
57.2032 	EXP 	cue: text = 'REGULATE'
57.2032 	EXP 	ISI: text = '+'
57.2032 	EXP 	cue: autoDraw = True
59.1879 	EXP 	ISI: autoDraw = True
59.2055 	EXP 	cue: autoDraw = False
61.1784 	EXP 	Imported EmotionReg.csv as conditions, 18 conditions, 1 params
61.1786 	EXP 	Created sequence: random, trialTypes=18, nReps=1, seed=None
