Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
14.49644530005753,None,space,4.261130299884826,14.49644530005753,None,,,,,,,1,001,2019_Nov_14_1435,DelayDiscountPavlovia,3.2.4,60.11309670356932,
,,,,,,18.77264990005642,None,return,2.9130156999453902,18.77264990005642,None,1,001,2019_Nov_14_1435,DelayDiscountPavlovia,3.2.4,60.11309670356932,
