ImMoney,DelayMoney,DelayDays,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,CueType1,rows,CueType2,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,ImmedMoneyAmt.started,ImmedMoneyAmt.stopped,DelayMoneyAmt.started,DelayMoneyAmt.stopped,Immedtoday.started,Immedtoday.stopped,DelayTime.started,DelayTime.stopped,blank.started,blank.stopped,text_2.started,text_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,11.601868700003251,None,space,1.3671122998930514,11.601868700003251,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1411,DelayDiscountPavlovia,3.2.4,60.0360456087317,
,,,,,,,,,,,,,,,,,,,,12.991709599969909,None,return,1.5610728000756353,12.991709599969909,None,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1411,DelayDiscountPavlovia,3.2.4,60.0360456087317,
$48 ,$49 ,in 15 days,0,0,0,0,,,,,,,,,,,,,,,,,,,,18.59275249997154,None,16.57740049995482,None,21.166160800028592,None,1,1.3864465998485684,21.166160800028592,None,21.166160800028592,None,21.166160800028592,None,21.166160800028592,None,21.166160800028592,None,21.166160800028592,22.66604629997164,,,1,001,2019_Nov_14_1411,DelayDiscountPavlovia,3.2.4,60.0360456087317,
$55 ,$62 ,in 97 days,0,1,1,1,,,,,,,,,,,,,,,,,,,,25.167628800030798,None,,,27.198140499880537,None,2,1.3066012000199407,27.198140499880537,None,27.198140499880537,None,27.198140499880537,None,27.198140499880537,None,27.198140499880537,None,27.198140499880537,28.704204599838704,,,1,001,2019_Nov_14_1411,DelayDiscountPavlovia,3.2.4,60.0360456087317,
$20 ,$37 ,in 32 days,0,2,2,2,,,,,,,,,,,,,,,,,,,,31.206587600056082,None,,,33.23524609999731,None,None,,33.23524609999731,None,33.23524609999731,None,33.23524609999731,None,33.23524609999731,None,33.23524609999731,None,33.23524609999731,34.74252239987254,,,1,001,2019_Nov_14_1411,DelayDiscountPavlovia,3.2.4,60.0360456087317,
,,,,,,,,,,,,,,,,,,,,,,,,,,40.24698899989016,None,,,,,,,,,,,,,,,,,,,37.245040599955246,None,,,,,,,
