ImMoney,DelayMoney,DelayDays,CueType,rows,PracticeLoop.thisRepN,PracticeLoop.thisTrialN,PracticeLoop.thisN,PracticeLoop.thisIndex,mainLoop.thisRepN,mainLoop.thisTrialN,mainLoop.thisN,mainLoop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,Instructions.started,Instructions.stopped,space.keys,space.rt,space.started,space.stopped,instruct2.started,instruct2.stopped,enter.keys,enter.rt,enter.started,enter.stopped,isi2.started,isi2.stopped,text.started,text.stopped,Line.started,Line.stopped,choice.keys,choice.rt,choice.started,choice.stopped,ImmedMoneyAmt.started,ImmedMoneyAmt.stopped,DelayMoneyAmt.started,DelayMoneyAmt.stopped,Immedtoday.started,Immedtoday.stopped,DelayTime.started,DelayTime.stopped,blank.started,blank.stopped,text_2.started,text_2.stopped,cue.started,cue.stopped,ThankYou.started,ThankYou.stopped,participant,session,date,expName,psychopyVersion,frameRate,
$41 ,$45 ,in 4 days,LOOK,0043:0053,,,,,0,5,5,5,0,4,4,9,,,,,,,,,,,,,395.1261938000098,None,,,397.15360469999723,None,None,,397.15360469999723,None,397.15360469999723,None,397.15360469999723,None,397.15360469999723,None,397.15360469999723,None,397.15360469999723,398.6619268999784,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$54 ,$60 ,in 90 days,LOOK,0043:0053,,,,,0,5,5,5,0,5,5,5,,,,,,,,,,,,,401.1307807000121,None,,,403.15976389998104,None,None,,403.15976389998104,None,403.15976389998104,None,403.15976389998104,None,403.15976389998104,None,403.15976389998104,None,403.15976389998104,404.66731579997577,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$32 ,$44 ,in 45 days,LOOK,0043:0053,,,,,0,5,5,5,0,6,6,6,,,,,,,,,,,,,407.13628139998764,None,,,409.1631707000197,None,None,,409.1631707000197,None,409.1631707000197,None,409.1631707000197,None,409.1631707000197,None,409.1631707000197,None,409.1631707000197,410.6726596999797,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$20 ,$55 ,in 15 days,LOOK,0043:0053,,,,,0,5,5,5,0,7,7,8,,,,,,,,,,,,,413.12398019997636,None,,,415.15234590001637,None,None,,415.15234590001637,None,415.15234590001637,None,415.15234590001637,None,415.15234590001637,None,415.15234590001637,None,415.15234590001637,416.66073880001204,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$28 ,$30 ,in 19 days,LOOK,0043:0053,,,,,0,5,5,5,0,8,8,1,,,,,,,,,,,,,419.1296371999779,None,,,421.15599840000505,None,None,,421.15599840000505,None,421.15599840000505,None,421.15599840000505,None,421.15599840000505,None,421.15599840000505,None,421.15599840000505,422.6658143000095,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$33 ,$55 ,in 5 days,LOOK,0043:0053,,,,,0,5,5,5,0,9,9,0,,,,,,,,,,,,,425.1350507999887,None,,,427.16276179999113,None,None,,427.16276179999113,None,427.16276179999113,None,427.16276179999113,None,427.16276179999113,None,427.16276179999113,None,427.16276179999113,428.67090470000403,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
,,,LOOK,0043:0053,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$52 ,$65 ,in 8 days,REGULATE,0053:0063,,,,,0,6,6,6,0,0,0,3,,,,,,,,,,,,,435.1257659000112,None,,,437.1537470999756,None,None,,437.1537470999756,None,437.1537470999756,None,437.1537470999756,None,437.1537470999756,None,437.1537470999756,None,437.1537470999756,438.6617859000107,,,433.1244287000154,None,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$35 ,$64 ,in 21 days,REGULATE,0053:0063,,,,,0,6,6,6,0,1,1,0,,,,,,,,,,,,,441.1311787000159,None,,,443.1589125000173,None,None,,443.1589125000173,None,443.1589125000173,None,443.1589125000173,None,443.1589125000173,None,443.1589125000173,None,443.1589125000173,444.6674270000076,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$34 ,$35 ,in 10 days,REGULATE,0053:0063,,,,,0,6,6,6,0,2,2,4,,,,,,,,,,,,,447.13611760002095,None,,,449.1645123999915,None,None,,449.1645123999915,None,449.1645123999915,None,449.1645123999915,None,449.1645123999915,None,449.1645123999915,None,449.1645123999915,450.67199360002996,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$49 ,$60 ,in 14 days,REGULATE,0053:0063,,,,,0,6,6,6,0,3,3,7,,,,,,,,,,,,,453.1239492999739,None,,,455.1499419999891,None,None,,455.1499419999891,None,455.1499419999891,None,455.1499419999891,None,455.1499419999891,None,455.1499419999891,None,455.1499419999891,456.6604068999877,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$60 ,$65 ,in 26 days,REGULATE,0053:0063,,,,,0,6,6,6,0,4,4,8,,,,,,,,,,,,,459.12962299998617,None,,,461.15942240000004,None,None,,461.15942240000004,None,461.15942240000004,None,461.15942240000004,None,461.15942240000004,None,461.15942240000004,None,461.15942240000004,462.66650240001036,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$11 ,$30 ,in 31 days,REGULATE,0053:0063,,,,,0,6,6,6,0,5,5,2,,,,,,,,,,,,,465.1337197999819,None,,,467.16437670000596,None,None,,467.16437670000596,None,467.16437670000596,None,467.16437670000596,None,467.16437670000596,None,467.16437670000596,None,467.16437670000596,468.6707414999837,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$27 ,$50 ,in 60 days,REGULATE,0053:0063,,,,,0,6,6,6,0,6,6,5,,,,,,,,,,,,,471.13943650003057,None,,,473.15214359998936,None,None,,473.15214359998936,None,473.15214359998936,None,473.15214359998936,None,473.15214359998936,None,473.15214359998936,None,473.15214359998936,474.65925010002684,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$24 ,$35 ,in 12 days,REGULATE,0053:0063,,,,,0,6,6,6,0,7,7,9,,,,,,,,,,,,,477.12724360002903,None,,,479.15503650001483,None,1,2.253037200018298,479.15503650001483,None,479.15503650001483,None,479.15503650001483,None,479.15503650001483,None,479.15503650001483,None,479.15503650001483,480.66374150000047,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$40 ,$55 ,in 25 days,REGULATE,0053:0063,,,,,0,6,6,6,0,8,8,1,,,,,,,,,,,,,483.13240639999276,None,,,485.15929199999664,None,None,,485.15929199999664,None,485.15929199999664,None,485.15929199999664,None,485.15929199999664,None,485.15929199999664,None,485.15929199999664,486.66889440000523,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
$39 ,$61 ,in 96 days,REGULATE,0053:0063,,,,,0,6,6,6,0,9,9,6,,,,,,,,,,,,,489.1379826000193,None,,,491.1646096999757,None,2,2.930268900003284,491.1646096999757,None,491.1646096999757,None,491.1646096999757,None,491.1646096999757,None,491.1646096999757,None,491.1646096999757,492.6736739000189,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
,,,REGULATE,0053:0063,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Oct_21_1005,DelayDiscountPavlovia,3.2.4,59.827326379097755,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.1265391000197,None,,,,,,,
