CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,text.started,text.stopped,typedWord,dollarSign.started,dollarSign.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.0599146001040936,None,space,0.5533896000124514,7.0599146001040936,None,,,,,,,,,,,,,,,,,,2,001,2019_Nov_14_1056,TrustGame,3.2.4,59.9620320314309,
,,,,,,,,,,,,,,,,,,,7.676158400019631,None,12.738881300203502,None,12.738881300203502,None,12.738881300203502,None,return,2.0903629001695663,12.738881300203502,None,12.738881300203502,None,3,12.738881300203502,None,,,,,,,
