CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,word,CueType,begin.keys,begin.rt,begin.started,begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,space,20.88548389985226,6.940982999978587,None,2,001,2019_Nov_13_1621,TrustGame,3.2.4,60.12140916025444,
