CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.637239699950442,None,space,1.160682300105691,6.637239699950442,None,,,2,001,2019_Nov_14_1047,TrustGame,3.2.4,59.794843901607884,
,,,,,,,,,,,,,,,,,,,7.849839299917221,None,,,,,,,
