Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.016066600102931,None,space,1.7229479998350143,9.016066600102931,None,2,001,2019_Nov_14_1211,TrustGame,3.2.4,60.18165228122259,
