CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,7.416466200025752,None,space,1.732671600067988,7.416466200025752,None,,,1,001,2019_Nov_13_1646,TrustGame,3.2.4,59.99966402726252,
,,,,,,,,,,,,,,,,,,,9.201293000020087,None,,,,,,,
