CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,textTypePlayer1,CueType,textTypePlayer2,Player1,Player2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.started,enter.stopped,text.started,text.stopped,typedWord,dollarSign.started,dollarSign.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,6.6253987001255155,None,space,1.0268277998548,6.6253987001255155,None,,,,,,,,,,,,,,,,,2,001,2019_Nov_14_1047,TrustGame,3.2.4,60.09297591669395,
,,,,,,,,,,,,,,,,,,,7.72184140002355,None,12.782190799945965,None,12.782190799945965,None,12.782190799945965,None,None,12.782190799945965,None,12.782190799945965,None,,12.782190799945965,None,,,,,,,
