CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,Rows,CueType1,CueType2,randomlyPresent.thisRepN,randomlyPresent.thisTrialN,randomlyPresent.thisN,randomlyPresent.thisIndex,nReps1,Player1Var,Player2Var,nReps2,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,GenerousGiver.thisRepN,GenerousGiver.thisTrialN,GenerousGiver.thisN,GenerousGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,sendInst2.started,sendInst2.stopped,Player2Name.started,Player2Name.stopped,Player2Pic.started,Player2Pic.stopped,text_2.started,text_2.stopped,enter2.keys,enter2.rt,enter2.started,enter2.stopped,typedWord,dollar2.started,dollar2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,7.613719299901277,None,space,1.3654285003431141,7.613719299901277,None,,,,,,,,,,,,,,,,,,,,1,001,2019_Dec_16_1424,TrustGame,3.2.4,59.981309877042904,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.482745199929923,None,11.026420500129461,None,20.07642799988389,None,20.07642799988389,None,20.07642799988389,None,20.07642799988389,None,return,6.390669600106776,20.07642799988389,None,2,20.07642799988389,None,,,,,,,
