CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,selectBlock,CueType,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,GenerousGiver.thisRepN,GenerousGiver.thisTrialN,GenerousGiver.thisN,GenerousGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,7.147855299990624,None,space,0.7846576999872923,7.147855299990624,None,,,,,2,001,2019_Nov_14_1140,TrustGame,3.2.4,59.755290136813684,
,,,,,,,,,,,,,,,,,,,,16.96633440000005,None,9.976745400112122,None,,,,,,,
