Rows,CueType1,CueType2,nReps1,nReps2,CueLoop.thisRepN,CueLoop.thisTrialN,CueLoop.thisN,CueLoop.thisIndex,randomPresent.thisRepN,randomPresent.thisTrialN,randomPresent.thisN,randomPresent.thisIndex,SelfishGiver.thisRepN,SelfishGiver.thisTrialN,SelfishGiver.thisN,SelfishGiver.thisIndex,GenerousGiver.thisRepN,GenerousGiver.thisTrialN,GenerousGiver.thisN,GenerousGiver.thisIndex,Instructions.started,Instructions.stopped,begin.keys,begin.rt,begin.started,begin.stopped,isiText.started,isiText.stopped,cueText.started,cueText.stopped,sendInstructions.started,sendInstructions.stopped,Player1Name.started,Player1Name.stopped,Player1Pic.started,Player1Pic.stopped,enter.keys,enter.rt,enter.started,enter.stopped,text.started,text.stopped,typedWord,dollarSign.started,dollarSign.stopped,Feedback.started,Feedback.stopped,sendInst2.started,sendInst2.stopped,Player2Name.started,Player2Name.stopped,Player2Pic.started,Player2Pic.stopped,text2.started,text2.stopped,enter2.keys,enter2.rt,enter2.started,enter2.stopped,dollar2.started,dollar2.stopped,Feedback2.started,Feedback2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,7.315781200071797,None,space,1.9892901999410242,7.315781200071797,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1313,TrustGame,3.2.4,59.94194019936051,
041:050,REGULATE,REACT,0,0,0,0,0,4,0,0,0,1,,,,,,,,,,,,,,,18.337316300021484,None,11.351481199963018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1313,TrustGame,3.2.4,59.94194019936051,
041:050,REGULATE,REACT,0,0,0,0,0,4,0,1,1,2,,,,,,,,,,,,,,,20.338958699954674,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1313,TrustGame,3.2.4,59.94194019936051,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,2,2,3,0,0,0,0,,,,,,,,,,,,,,,22.4300593000371,None,22.4300593000371,None,22.4300593000371,None,return,26.85906989988871,22.4300593000371,None,22.4300593000371,None,3,22.4300593000371,None,49.35001599998213,None,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1313,TrustGame,3.2.4,59.94194019936051,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,2,2,3,,,,,0,0,0,0,,,,,,,53.833384699886665,None,,,,,,,,,,,,,,,2,,,,,55.86395849986002,None,55.86395849986002,None,55.86395849986002,None,55.86395849986002,None,return,10.833109299885109,55.86395849986002,None,55.86395849986002,None,66.77575460006483,None,1,001,2019_Nov_14_1313,TrustGame,3.2.4,59.94194019936051,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1313,TrustGame,3.2.4,59.94194019936051,
041:050,REGULATE,REACT,1,1,0,0,0,4,0,3,3,0,0,0,0,0,,,,,,,,,,,,,,,70.75835469993763,None,70.75835469993763,None,70.75835469993763,None,return,5.410918900044635,70.75835469993763,None,70.75835469993763,None,1,70.75835469993763,None,76.20733799994923,None,,,,,,,,,,,,,,,,,1,001,2019_Nov_14_1313,TrustGame,3.2.4,59.94194019936051,
,,,,,,,,,,,,,,,,,,,,,,,,,,,80.70570479985327,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
